0.020439,0.19824,;0.11284,0.16585,0.17793,;0.062627,0.090684,0.091422,0.1982,;0.19484,;0.14942,0.15434,0.17207,;0,;0.12079,;0,;0,;0,;0.082943,0.084704,0.11239,0.12345,;0,;0,;0,;0,;0.15671,;0,;0.080158,0.11702,0.12136,;0,;0,;0,;0.080158,;0,;0.17535,;0.075734,;0,;0.09179,0.09261,0.11415,0.15536,0.15597,0.19214,;0,;0,;0.19829,;0,;0.19824,;0,;0,;0,;0.17064,;0,;0.028385,0.16666,;0.13767,;0,;0,;0,;0,;0.032522,;0,;0.17793,;0,;0,;0.080117,0.12411,0.1894,;0.090725,0.094002,0.1101,0.11084,0.14192,0.14242,0.19886,;0.092732,0.095682,0.12984,;0.029819,0.069508,0.07086,0.071761,0.090603,0.14795,;0.096378,;0.096255,0.10408,0.11784,0.15733,;0.038051,0.080158,0.18776,;0.13783,;0.090644,;0.10482,0.19861,;0.13222,0.18018,;0.19075,0.1914,;0,;0.049889,0.050667,0.12972,0.13046,0.15978,0.17563,0.17629,0.17854,;0.09134,0.16449,;0.11071,0.12734,0.13787,0.18006,0.18063,0.19132,0.19202,;0.11084,0.17273,0.18276,0.18657,;0.087285,0.091831,;0.15221,;0.077209,0.19681,;0,;0.047677,;0.11035,0.11104,;0.15536,;0.022569,0.091668,0.096501,0.11063,0.14823,0.15057,;0.036864,0.053493,0.055132,0.093961,0.10809,0.11506,;0,;0.061849,0.11207,0.12783,;0.068607,0.096542,;0,;0,;0,;0.026992,0.030556,0.031498,0.063528,0.096296,0.09904,0.10002,0.12509,0.12808,;0,;0,;0,;0,;0.062627,;0.090357,0.12644,0.15798,;0,;0.092814,;0.18641,;0.090766,;0,;0,;0,;0.061316,0.065904,0.10035,0.1262,0.1477,0.17973,0.18551,;0,;
7.6099,7.6139,7.631,7.6467,7.6979,7.7215,7.732,7.7334,;7.7053,7.7673,;7.6325,7.6743,7.698,7.7693,;7.6497,;7.6441,7.6468,7.6699,7.7297,7.7356,;7.6999,7.7789,;0,;7.6326,7.6671,7.6859,7.6867,7.7013,7.7789,;7.6098,7.6412,7.6999,7.7368,7.7918,;0,;7.6413,7.7094,7.7521,;7.6099,7.6636,7.6644,7.6756,;7.6906,7.7277,7.7428,7.7444,7.7513,;7.6499,7.6883,;7.6148,7.6327,7.6832,7.6861,7.7032,7.7044,7.7476,7.7851,;7.6338,7.7445,7.7912,;7.6024,7.7088,;7.6834,7.736,;7.6379,7.684,7.7889,;7.6636,;0,;7.6179,7.6635,7.6716,;7.6098,7.6498,7.7877,;7.6458,7.7011,;7.61,7.6235,7.676,;7.6101,7.6139,7.6336,7.6574,7.661,7.6864,7.6998,7.7207,7.7801,;7.6098,7.6886,;7.61,7.7383,;7.6379,7.6498,7.6907,7.694,7.7997,;0,;0,;7.6027,7.663,7.7686,;7.6166,7.6999,7.7477,7.7651,;7.6636,;0,;7.6167,7.649,;7.6636,7.6979,7.7369,;7.7478,;7.6383,7.765,;7.6569,;7.6498,;7.6026,;0,;7.649,7.7076,7.732,;7.6379,7.6604,;0,;0,;0,;7.7394,;7.6167,7.7885,;7.6991,;7.6022,7.6027,7.7543,7.7874,;7.6394,;7.6149,7.6167,7.629,7.6637,;7.6394,7.7006,;7.6215,7.6395,7.6584,7.6698,7.6707,7.7524,7.7969,7.7978,;0,;7.6468,7.7119,7.7589,;7.6466,7.7463,;7.6465,7.6604,7.6635,7.6648,7.6655,7.6805,7.6812,7.718,7.7187,;7.6167,;0,;7.6241,7.7258,7.744,7.7875,;7.6063,7.6363,7.6644,7.7132,7.714,;7.6075,7.6812,;7.7736,;7.6524,7.6541,;7.6424,7.7146,7.7637,7.7651,;0,;7.6447,7.6581,;7.6636,7.6642,7.6644,7.6862,7.687,7.6999,7.7087,7.7671,7.7679,;0,;7.6139,7.6283,7.7946,;7.6914,7.6921,;7.6167,;7.6195,7.6228,7.6236,7.6557,7.6572,7.6624,7.6648,7.7376,7.7383,7.7621,7.7944,;0,;0,;0,;7.6151,7.6179,7.6322,7.6497,7.6579,7.6907,7.6987,7.7006,7.7076,7.7458,7.7493,7.7637,7.7822,7.7985,;7.6536,7.6631,7.6642,7.6918,7.7061,7.707,;0,;0,;7.7147,;7.6309,7.649,7.6906,7.7502,7.7521,7.773,7.7798,7.7879,7.7963,;7.6497,;7.6184,7.7034,7.7043,7.7538,7.7546,7.762,7.7629,7.7672,7.7681,7.7928,7.7935,;7.6999,7.7218,7.75,;7.6488,7.7789,7.7919,7.7972,;7.6321,7.6579,7.6938,7.6947,7.7109,7.7116,;0,;7.7671,7.7987,7.7988,;7.6998,7.7054,;7.7133,7.7731,;7.7639,;7.6321,;
7.8202,7.8292,7.858,7.8741,7.8852,7.9821,7.9863,;7.8178,7.8697,7.9097,7.952,7.9606,;7.8413,;0,;7.8259,7.8795,7.9057,7.982,7.9964,;7.8241,;7.8051,7.8132,7.823,7.8414,7.8447,7.8792,7.9684,7.9776,;7.8447,7.8492,7.9487,;7.8449,7.8657,7.9365,7.9639,7.9884,;7.8773,7.9487,;7.84,;7.9013,7.9399,7.9507,7.964,7.9957,;7.8202,7.8953,7.9044,7.9222,7.964,7.9852,7.9863,7.9885,;7.862,7.9507,;7.8085,7.8232,7.8523,7.8635,7.8959,7.9045,7.9405,7.9413,7.9813,7.9939,;7.8295,7.8379,7.8646,7.8653,7.8993,7.9149,7.9217,7.942,7.9448,7.9486,7.9494,7.9743,7.9851,7.9859,;7.9133,7.9287,;7.8297,7.8818,7.9125,7.9137,7.9148,7.9993,;7.836,7.8447,7.8635,7.8953,7.9266,7.9287,7.9412,7.9767,7.9772,;7.8101,7.8612,7.8656,7.9677,7.9996,;0,;0,;7.8447,;0,;0,;7.8047,7.8598,7.9605,7.9823,;7.8951,7.9528,;7.8891,7.9639,;7.8008,7.8619,;7.9257,7.9639,7.97,7.9966,;7.9639,;7.8474,;7.9239,;7.9639,;7.8091,7.874,;7.8656,;7.807,;0,;7.9074,7.9684,;0,;7.9685,;7.9684,;7.9023,7.9639,;0,;0,;7.964,7.9992,;7.9639,;0,;0,;7.8216,7.8706,7.9853,;7.8932,7.9373,7.9504,;7.8019,7.817,7.8352,7.8725,7.9076,;0,;0,;7.875,;7.8199,7.8208,7.8278,7.8287,7.8464,7.8474,7.8596,7.8673,7.8729,7.8822,7.9132,7.9188,7.9374,7.9382,7.9669,7.9754,;7.8202,7.9925,;7.8293,7.8659,;7.8788,;7.9357,;7.8506,7.9931,;7.8394,7.8402,7.9437,7.9793,;7.8696,7.914,;7.8714,7.8739,7.9216,;0,;0,;7.9685,7.9873,;7.8093,7.8228,7.8269,7.9733,;7.9437,7.9605,;7.9256,;7.8046,7.8054,7.8069,;7.8593,7.862,7.9761,7.977,;7.815,7.8303,7.9001,7.9197,7.9592,;7.9272,7.928,7.9808,7.9818,7.9845,7.9854,;0,;7.8241,7.867,7.8991,7.9301,7.9639,7.9895,7.9949,;7.8647,7.8794,7.8925,7.9115,7.9125,;0,;7.8274,;7.8022,7.8288,7.8342,7.8499,7.8523,7.8559,7.8585,7.8597,7.8794,7.9086,7.9266,7.9278,7.9283,7.9297,7.9314,7.9451,7.9504,7.9607,7.9683,7.9896,7.9928,;7.9032,7.9041,7.9378,;0,;7.8995,;0,;7.8157,7.9285,7.9321,7.9498,7.9627,;7.9313,7.9931,;7.8109,7.8127,7.8136,7.8277,7.8285,7.8308,7.8316,7.8455,7.8463,7.851,7.8519,7.8703,7.8718,7.8724,7.8746,7.8755,7.8795,7.888,7.8888,7.8968,7.8986,7.8994,7.9018,7.9188,7.9195,7.9263,7.9293,7.9426,7.9435,7.9495,7.9504,7.9659,7.9724,7.9732,7.9804,7.9858,7.9923,7.9933,;7.8419,7.8448,7.9627,;7.8123,7.817,7.8795,7.8906,;7.8353,7.8774,7.8932,7.8997,7.9388,7.9437,7.9482,7.9634,7.9639,7.9727,;7.8685,7.8705,7.9487,;7.8159,7.9171,7.9629,;7.8092,7.8362,7.8978,7.9086,7.9334,7.9537,7.9616,7.9744,7.975,;7.8026,7.8044,7.9179,7.9325,7.9628,7.9949,;0,;0,;
8.014,8.0192,8.0357,8.0507,8.0546,8.0633,8.0971,8.1335,;8.0025,8.0328,8.1136,;8.0192,;0,;8.0193,8.023,8.0575,8.1507,8.1515,8.1667,;0,;0,;8.0192,8.0259,8.0343,;8.0193,;8.0735,8.1384,8.1686,;8.0168,8.0192,8.0511,8.1549,8.1859,;8.0122,8.0343,8.0515,8.0918,8.1506,8.1546,;8.0192,8.0446,8.0732,8.0821,8.0909,8.1299,8.1759,8.1781,8.1944,;8.1007,8.1686,8.1872,8.196,;8.0429,8.0694,8.0705,8.0735,8.0986,8.1285,8.1532,8.1683,8.1769,8.1781,8.1792,;8.0514,8.0713,8.0903,8.095,8.1102,8.1199,8.1233,8.124,8.1686,8.1845,;8.0419,;8.0271,8.0282,8.0559,8.0916,8.1247,;8.0003,8.001,8.0192,8.068,8.0687,8.0788,8.0943,8.1131,8.1312,8.1506,8.152,8.1525,8.1554,8.1571,8.161,;8.1291,;8.047,;8.0038,8.0192,;8.0151,8.0191,8.023,8.056,8.1983,;8.0343,8.0559,8.099,;0,;8.0443,8.1025,8.1032,8.1169,;8.1492,;8.0485,8.0546,8.1507,8.1552,8.1802,;8.0525,;8.0431,8.1313,8.1816,;0,;8.0406,8.0622,8.1507,;0,;0,;8.0192,;8.1258,;0,;8.1004,;0,;0,;0,;0,;8.1506,;8.0039,8.0405,;0,;0,;0,;0,;8.0291,8.0545,8.1549,;8.0324,8.0546,8.0609,;8.1547,8.155,8.1804,;8.0183,8.0634,8.1231,;8.0192,;8.1937,;8.1818,;8.1507,8.1514,8.1554,8.1688,;8.1129,;0,;8.0498,8.119,;0,;8.0066,8.0378,;8.0743,8.0818,8.0924,8.0966,8.0974,8.0988,8.0996,8.1344,8.1352,8.1711,;8.0201,8.1102,8.1147,;8.0264,;8.0193,;8.1258,8.1551,;8.0123,8.0131,8.0223,8.023,8.0734,8.0837,8.1645,;8.023,8.1482,8.1528,;8.0273,8.0459,;8.0193,8.177,;0,;0,;8.005,8.1538,;8.0198,8.0235,8.0242,8.1266,8.1749,8.1757,8.1882,8.189,;0,;8.0039,8.0057,8.0431,8.0763,;8.0065,8.0192,8.0714,;8.0558,;0,;8.0037,8.0077,8.0155,8.0368,8.0406,8.0576,8.0613,8.0898,8.0941,8.0958,8.1167,8.1243,8.1444,8.1493,8.1497,8.1532,8.1598,;8.0146,8.0672,8.099,;8.0558,;8.0152,8.0193,8.0865,;8.0558,;8.0038,8.0068,8.0152,8.0485,8.091,8.1118,8.1632,8.175,8.1907,;8.0231,8.0668,;8.0061,8.0068,8.0181,8.0309,8.0332,8.0431,8.0436,8.0488,8.05,8.0508,8.0645,8.0655,8.0728,8.0748,8.0752,8.0762,8.0837,8.0846,8.0972,8.1163,8.1193,8.12,8.1285,8.1295,8.1416,8.1581,8.1609,8.1691,8.1907,8.1978,8.1993,;8.0083,8.0366,8.0667,8.0893,8.1367,8.1751,;8.0192,8.023,8.1328,;8.0153,8.0225,8.0717,8.1086,8.1165,8.1546,8.1571,8.1857,8.189,;8.0524,8.1668,;8.0038,8.0193,8.0534,8.1542,8.1551,8.1972,;8.0533,8.093,8.0998,8.1552,8.1718,;8.0548,8.1056,8.1207,8.144,8.1471,8.1916,;8.0822,8.1215,8.1591,8.1839,;0,;
8.2169,8.221,8.3563,;8.2243,8.2838,8.3841,;8.2302,;8.2101,8.217,;8.2316,8.2595,8.2784,8.3202,8.3536,;8.2345,8.3694,;8.2583,8.3536,;0,;8.2243,;8.2229,8.2701,8.283,;8.2382,;8.318,8.3475,8.3707,8.3963,;8.2169,8.2286,8.2672,8.2921,8.3236,8.344,8.3838,;8.2103,8.2427,;8.2241,8.255,8.3433,;8.2102,8.2143,8.2667,;8.2242,;8.2225,8.25,8.2663,8.2672,8.2791,8.2984,8.2994,8.3279,8.3935,;8.2127,8.22,8.2359,8.2724,8.2821,;8.2101,;8.2243,;8.2583,;0,;8.3537,8.3551,;0,;8.2921,;8.2345,;8.233,8.2583,8.2594,8.2921,8.2965,;8.3551,;8.2286,;8.3856,;8.3076,8.3111,;0,;0,;0,;8.2583,8.3392,;8.2101,8.2241,8.2359,8.2966,;8.2506,8.3524,;8.3396,;8.2169,;0,;0,;0,;8.3243,;8.3553,;8.2169,;0,;8.2966,;8.2103,8.2506,8.3026,;8.3366,;8.3495,;8.3492,;8.2154,8.3707,8.3931,;0,;8.3931,;0,;0,;8.3641,;8.2754,;0,;0,;8.2417,;8.3474,;8.2449,;0,;0,;8.2673,;8.2608,;0,;8.3954,;0,;0,;0,;8.2128,8.3134,8.3288,;0,;8.2796,8.3347,8.3517,8.3558,8.392,;8.3482,8.3878,;0,;0,;8.2136,8.2478,8.2486,8.2554,;8.2584,;0,;0,;0,;8.2101,8.2191,8.2323,8.2344,;0,;8.2126,8.2138,8.2211,8.2226,8.2235,8.225,8.2259,8.2303,8.2538,8.27,8.2723,8.323,8.3292,8.3707,8.3716,8.3947,8.3957,;0,;0,;8.2207,8.2357,8.2486,8.2851,8.2873,8.3123,8.3279,8.3394,8.3475,8.3552,;0,;8.3057,8.3815,;8.2235,;8.2224,8.2283,8.2398,8.2787,8.2864,8.3247,8.3433,8.3702,;8.2093,8.2103,8.2454,8.2463,8.3546,;8.2852,8.3446,;
0,;8.4146,8.4563,;8.5184,;0,;8.4187,8.5826,;0,;0,;0,;8.4326,;8.4422,8.5933,;0,;8.4056,8.4423,8.4873,8.4939,8.5082,;8.4476,;8.5359,8.5464,8.5841,;8.5862,8.599,;8.4056,8.4204,8.4247,8.4283,8.4423,8.4804,8.5475,8.568,;8.543,;8.406,8.4831,8.5203,;8.4523,8.5238,8.5636,8.5804,8.5827,;8.4233,8.4306,8.4398,8.4426,8.472,;8.4668,;0,;0,;8.472,;8.5818,;0,;8.5431,;0,;8.5984,;8.4862,;8.4317,8.543,;0,;0,;8.4305,;0,;8.5418,;0,;8.5825,;8.4076,8.4127,8.4876,8.5432,8.5682,8.5827,;0,;8.4514,8.5683,;0,;8.481,;0,;0,;8.5032,8.5778,;0,;0,;8.4322,8.4621,8.4632,8.494,;8.4481,;8.4201,8.4404,8.4468,8.5169,8.5448,;8.4516,8.5178,8.526,8.591,;0,;8.4045,8.4978,8.5417,8.5538,;0,;8.45,8.5238,8.5246,;8.5778,;8.4894,;8.5614,;8.5947,;0,;0,;8.4742,;8.48,8.4804,8.4853,8.515,;0,;0,;8.4583,8.4895,8.5497,;8.4812,8.4926,;0,;8.4535,;8.5121,;0,;8.4262,8.5063,;8.4153,8.4162,8.4387,8.4389,8.4591,8.4602,8.4956,8.5246,8.529,8.5923,;0,;8.4424,8.4887,8.4895,8.4953,;8.5916,;8.5214,;0,;8.4298,8.4431,8.4928,;8.4042,8.4894,;8.5215,;0,;8.5214,8.5975,;8.4431,;0,;8.4088,8.4097,8.4114,8.4247,8.4363,;8.543,;8.4468,;8.4171,8.4381,8.503,8.5037,8.5601,;8.4562,8.4582,8.4591,8.4652,8.4686,;8.5062,;8.4395,8.4431,;8.5063,8.5223,8.5464,8.5932,;8.4667,;8.4507,8.5337,;
8.6329,8.7179,;8.7828,;0,;8.6346,8.6355,;0,;8.7178,;8.6326,;0,;8.7179,;0,;8.6672,8.7712,;8.6374,;8.7179,;0,;8.7179,;8.6167,8.6312,8.6467,;8.7179,;8.6244,8.7155,;0,;0,;8.6006,;8.791,;0,;8.7179,;0,;8.6927,8.7307,8.7813,;0,;8.7034,;8.6675,8.7179,;8.6709,8.7179,;8.7179,;8.7178,;0,;8.6558,8.7179,;8.7179,;0,;0,;8.6758,8.718,;8.6697,;8.6773,;8.7179,;0,;8.7769,;8.6601,8.6642,;8.7179,;8.6905,8.7179,;0,;8.7444,;8.6512,8.7274,;8.7205,8.7957,;8.718,;0,;8.718,;8.676,;8.718,8.7459,8.7841,;8.7178,;8.7179,;8.718,;0,;8.6601,;8.705,;8.7009,8.7123,8.7131,8.7911,8.7918,;8.7748,;0,;0,;8.7476,;0,;8.7179,;8.687,;8.788,8.7893,8.79,;8.6651,8.6659,8.6918,8.6925,;0,;8.7764,8.7784,8.7837,;8.7044,8.7053,8.7171,;8.7593,;8.7203,8.7756,;8.6163,8.6292,8.6708,;8.7593,;8.72,;0,;8.7555,8.7979,8.7993,;0,;0,;8.7026,8.7592,;0,;0,;8.6445,;0,;0,;8.6516,8.7239,8.7877,;0,;8.6851,8.7444,;0,;8.6392,8.6662,8.718,8.7378,;8.6386,8.6795,8.6804,;8.6846,;
0,;8.9228,8.9728,;0,;0,;0,;8.9709,;8.8701,;8.8171,8.8827,;0,;8.9625,;0,;0,;8.8207,;0,;0,;8.9169,;0,;8.8587,8.8598,8.9378,8.9759,;8.8145,;0,;8.9865,;0,;0,;0,;0,;8.8836,;8.9818,;8.9447,;8.9021,;0,;8.9427,;0,;0,;8.9021,;8.9427,;0,;0,;8.8051,8.8061,;8.9253,8.9988,;8.972,;8.8206,;8.8035,;8.9578,;0,;0,;0,;0,;0,;8.8389,;0,;8.8285,8.9625,;8.9305,8.9354,8.9584,8.9815,8.9862,;8.9916,;8.8461,;8.9915,;8.8397,;0,;8.825,;0,;8.9758,;8.9307,8.9525,8.9549,8.9687,8.971,8.975,8.9779,8.9781,8.9796,;0,;8.8688,8.9618,;8.8749,;8.8206,8.9746,;0,;8.904,;8.8641,;0,;8.8144,;0,;8.9099,;8.9746,;8.805,8.8059,8.8136,8.8145,8.8349,8.8992,8.8999,8.9094,;8.9577,;0,;0,;8.8154,8.8265,;0,;8.961,;8.8105,8.8867,8.9105,8.9508,8.9518,;8.8154,8.8265,8.9819,;0,;8.8154,8.8265,;8.8713,;0,;8.9025,;0,;0,;8.8128,8.8689,8.8848,8.9549,8.9677,8.9757,8.977,;8.9758,8.9767,;8.9747,;0,;8.9747,;8.8129,;0,;
0,;9.0764,9.1066,9.1628,;0,;9.075,;0,;0,;0,;9.0751,;0,;9.0384,;9.0325,9.0548,;9.1312,;9.1991,;9.1872,;0,;0,;9.1156,9.1992,;9.0154,9.0916,;9.0992,9.1131,;9.0535,9.0938,;9.1055,;9.0751,;0,;0,;0,;9.0793,9.08,9.0878,9.0886,9.1019,;0,;9.1853,;9.0762,9.0772,9.0814,;9.1167,;9.0325,9.128,;0,;0,;0,;0,;0,;9.197,;9.0018,;9.0671,9.1156,9.1199,9.1206,9.1421,9.1898,;9.1156,;0,;9.0914,;0,;9.009,9.0119,9.0607,9.068,;9.0293,;0,;9.0751,;9.0915,;0,;0,;9.1309,;9.0023,9.0322,9.0709,9.0869,9.1047,9.1052,9.1248,;9.0524,9.1106,;0,;9.0722,9.0816,9.1106,9.1373,;9.0658,;9.0937,9.1147,;0,;9.1032,9.1854,;9.0879,9.1008,9.1462,;9.0038,9.0064,9.0093,9.0679,9.0816,9.0898,9.0979,9.0986,9.1056,9.1071,9.1785,;0,;9.0067,9.0842,;9.0078,9.0915,9.1103,;9.042,;0,;0,;9.0709,;9.0271,9.0709,;9.0417,9.0419,9.0446,9.127,9.1372,9.1921,;0,;0,;9.0245,;9.0207,9.0215,9.1372,;0,;0,;9.0471,;0,;0,;9.002,;9.0254,9.0505,9.1346,9.1991,9.2,;0,;0,;0,;9.1992,;0,;0,;0,;0,;9.0059,9.0306,9.0728,;9.122,9.1555,9.158,;9.0922,;0,;9.0168,9.0294,;0,;9.1583,;
9.2704,;9.2336,9.2342,9.3317,9.3324,9.391,;0,;0,;9.2726,;0,;0,;9.3878,;0,;9.2611,9.262,;0,;0,;0,;0,;9.3988,;0,;0,;0,;0,;9.2832,9.3028,9.3877,;9.319,;0,;0,;0,;0,;0,;0,;0,;9.2815,;0,;0,;9.3395,9.3754,;0,;0,;9.3189,;0,;9.3228,;9.3492,;9.2878,;0,;0,;9.2484,;0,;9.2125,9.2142,9.2939,9.3231,9.3308,;9.3229,;0,;9.2163,;9.3017,;0,;9.2504,;0,;9.2109,9.2125,9.2712,9.294,9.296,9.3085,9.3096,9.3347,9.3746,;9.3372,;0,;9.2504,9.3371,;0,;0,;9.2133,;0,;9.251,9.252,;9.2106,9.2133,9.221,9.2659,9.2839,9.3017,9.3371,9.3778,;0,;0,;9.2648,9.2985,9.3283,;9.2111,9.2243,9.2941,;9.2036,;9.2022,9.3232,;0,;0,;9.2382,;0,;0,;0,;9.2363,9.3944,;9.2999,9.3018,9.3054,9.3878,;0,;0,;9.3392,;0,;0,;9.2591,9.3545,;9.3392,;0,;9.3392,;0,;9.319,;0,;9.245,9.3371,;0,;9.2133,9.3371,;0,;9.3054,9.3586,;9.215,9.3586,;0,;9.3715,;9.2272,9.2832,;
0,;9.4205,9.4214,9.4401,9.5016,9.5067,9.5938,9.5945,;0,;9.4242,9.425,;9.4767,9.503,9.5499,;9.5467,;0,;0,;0,;0,;0,;0,;0,;0,;9.4591,;9.4826,;9.5306,9.5428,;0,;9.4441,9.4643,9.4841,9.5688,;0,;0,;0,;9.5729,;0,;9.5247,9.5267,9.5498,;0,;0,;0,;9.4967,;0,;0,;9.5467,;0,;0,;9.5495,;0,;0,;0,;0,;0,;0,;0,;9.5949,;0,;9.512,;9.5465,;9.5467,;0,;0,;9.5426,;9.5764,;9.4368,9.4529,9.4684,9.5025,9.5031,9.5041,9.5175,9.5234,9.5238,;9.4098,9.525,;0,;9.4323,9.5249,;9.4356,9.4591,9.4903,9.4911,9.5599,9.5788,9.5801,;0,;0,;0,;9.41,9.4422,;9.454,9.462,9.5249,9.5934,;9.4051,;9.4933,;9.504,9.5044,9.5614,9.5619,;9.4595,;0,;9.4216,9.4244,9.4391,9.4408,9.4602,9.4996,9.5003,9.51,9.5311,9.5538,9.5689,;9.445,;9.4827,;9.4244,9.5039,9.5571,;9.4903,9.4911,;9.5536,;9.4414,9.5938,;9.539,9.5816,;9.4938,9.594,;9.4198,9.4479,9.4572,9.5789,;0,;9.4921,;0,;0,;9.5345,9.5356,9.5825,;9.4921,;9.5121,;9.4921,;9.4424,;9.5828,;9.509,9.5507,9.565,;0,;9.5105,;9.4176,;9.5045,;9.5872,9.595,;0,;0,;0,;9.5691,;
0,;9.7184,;9.6511,;0,;9.6443,9.6696,;0,;9.651,9.7562,9.7662,9.7856,;9.6941,9.732,;0,;9.7562,;0,;9.6316,;0,;0,;9.6158,;0,;0,;9.6218,;0,;9.6169,;0,;9.6822,;9.6707,;9.7503,;9.6307,9.7476,9.7909,;0,;9.7548,9.7709,;0,;9.6132,9.6207,9.6941,;9.7227,;0,;9.7169,;9.6169,9.6614,9.6723,9.7005,9.7522,9.7529,;9.6941,9.7248,9.7683,;9.6427,9.6941,;0,;9.65,9.7682,;0,;9.6057,9.7321,;0,;9.7682,;0,;0,;9.7957,;9.6942,;9.7004,;9.6816,;0,;9.602,;0,;0,;9.6037,9.6112,9.6132,9.6301,9.7571,9.7719,;9.7925,;9.6696,9.7301,9.7616,;0,;9.759,;0,;9.6184,9.7617,9.7778,;9.7299,;9.6697,9.7752,9.7791,;9.6552,9.7419,;9.7695,;0,;9.6041,9.7198,;9.6037,9.6296,;9.6678,9.6817,9.7228,9.7274,;9.7286,9.7987,;0,;0,;9.6001,9.7947,9.7955,;0,;9.7197,9.7562,9.7777,;9.6284,9.7114,9.7752,9.7761,;9.6272,9.6808,9.7574,;0,;9.6158,9.7184,9.7328,9.7373,9.748,;9.7703,9.7778,;0,;9.7681,;0,;9.6316,9.6928,9.6938,9.7655,9.7666,9.7761,;0,;9.7818,;0,;9.7113,;9.6158,;0,;0,;9.6941,;0,;9.732,9.7451,9.7848,;9.6038,;0,;9.6772,;0,;9.7835,;
9.9104,;0,;9.8095,;9.8169,9.9925,;9.9173,;0,;9.9562,9.9943,;9.8704,9.8713,;9.864,;9.8862,;0,;0,;0,;0,;0,;0,;9.8413,;0,;0,;0,;9.8641,;0,;0,;9.9778,;0,;0,;9.9104,9.9173,9.9607,;0,;9.8079,9.8169,;0,;0,;0,;9.81,9.8109,9.8136,9.8336,9.8344,9.8874,9.8882,9.9307,9.9315,9.9589,;9.9103,;0,;9.8843,9.8858,;0,;0,;9.9118,9.9167,9.9653,9.9661,9.9805,;0,;0,;0,;0,;9.8112,9.8135,9.9455,;0,;9.8065,9.8135,9.9173,9.9483,;9.8633,;9.9103,;0,;9.8153,9.8581,9.947,;9.9497,;9.8058,9.8581,9.8622,9.9675,9.9682,;9.9172,;0,;0,;9.8021,9.8316,9.8547,;0,;9.8998,9.919,;9.8325,;0,;9.9277,9.9282,9.996,;0,;9.8561,9.8865,;9.8259,9.8632,9.8642,9.8891,9.9106,9.9484,;9.8419,9.9418,;9.8397,9.8448,;9.8582,9.859,;0,;9.8436,9.8592,9.9418,;9.8466,9.9186,;9.8251,;9.8072,9.9343,9.9409,9.9718,9.9725,;9.9223,9.9229,;9.9352,;0,;0,;9.9251,9.9362,;0,;0,;0,;9.8347,9.8398,9.8713,9.9118,;9.954,;0,;0,;9.8228,;0,;0,;0,;0,;9.9055,;9.8714,9.8751,9.8761,9.9358,9.9559,9.9795,9.9925,;0,;9.8228,9.9588,;9.89,;0,;9.872,9.9171,;
