0.020439,0.19824,;0.11284,0.16585,0.17793,;0.062627,0.090684,0.091422,0.1982,;0.19484,;0.14942,0.15434,0.17207,;0,;0.12079,;0,;0,;0,;0.082943,0.084704,0.11239,0.12345,;0,;0,;0,;0,;0.15671,;0,;0.080158,0.11702,0.12136,;0,;0,;0,;0.080158,;0,;0.17535,;0.075734,;0,;0.09179,0.09261,0.11415,0.15536,0.15597,0.19214,;0,;0,;0.19829,;0,;0.19824,;0,;0,;0,;0.17064,;0,;0.028385,0.16666,;0.13767,;0,;0,;0,;0,;0.032522,;0,;0.17793,;0,;0,;0.080117,0.12411,0.1894,;0.090725,0.094002,0.1101,0.11084,0.14192,0.14242,0.19886,;0.092732,0.095682,0.12984,;0.029819,0.069508,0.07086,0.071761,0.090603,0.14795,;0.096378,;0.096255,0.10408,0.11784,0.15733,;0.038051,0.080158,0.18776,;0.13783,;0.090644,;0.10482,0.19861,;0.13222,0.18018,;0.19075,0.1914,;0,;0.049889,0.050667,0.12972,0.13046,0.15978,0.17563,0.17629,0.17854,;0.09134,0.16449,;0.11071,0.12734,0.13787,0.18006,0.18063,0.19132,0.19202,;0.11084,0.17273,0.18276,0.18657,;0.087285,0.091831,;0.15221,;0.077209,0.19681,;0,;0.047677,;0.11035,0.11104,;0.15536,;0.022569,0.091668,0.096501,0.11063,0.14823,0.15057,;0.036864,0.053493,0.055132,0.093961,0.10809,0.11506,;0,;0.061849,0.11207,0.12783,;0.068607,0.096542,;0,;0,;0,;0.026992,0.030556,0.031498,0.063528,0.096296,0.09904,0.10002,0.12509,0.12808,;0,;0,;0,;0,;0.062627,;0.090357,0.12644,0.15798,;0,;0.092814,;0.18641,;0.090766,;0,;0,;0,;0.061316,0.065904,0.10035,0.1262,0.1477,0.17973,0.18551,;0,;
0,;4.2461,4.3947,;4.2269,4.3607,;0,;4.2281,4.229,4.3139,;0,;0,;0,;4.2065,;4.2347,4.2357,4.3375,4.3744,;4.2461,;0,;0,;0,;4.3801,;4.2523,;0,;0,;4.2347,4.3717,4.3955,;0,;0,;0,;0,;0,;0,;0,;4.3375,;0,;4.2265,4.2276,4.2348,4.2358,;4.2124,4.3049,;4.2639,;4.2219,;4.3965,;0,;4.2695,;0,;4.2922,;4.3532,;0,;4.3067,;4.2695,;0,;0,;4.2231,4.2312,4.2383,4.2559,;0,;0,;0,;0,;4.2379,4.2441,4.2484,;0,;0,;4.3153,;0,;0,;4.2074,;0,;4.2461,;4.2179,;0,;0,;0,;0,;4.3927,;0,;4.2775,;4.3098,;0,;0,;0,;4.2504,4.2738,4.3899,;4.2696,;4.2092,;0,;4.2149,4.2504,4.2961,4.3246,;0,;0,;4.3039,;0,;4.3367,;4.3044,;4.2879,4.3429,4.3438,;0,;0,;0,;0,;0,;4.324,;0,;0,;0,;4.2308,4.2685,4.2694,;4.2461,;0,;4.246,;0,;4.3849,;
0,;0,;0,;0,;0,;0,;0,;0,;0,;4.4537,;0,;0,;0,;0,;0,;4.4354,;4.5799,;0,;0,;4.5593,;0,;0,;4.5663,;4.4862,;0,;0,;0,;0,;0,;0,;0,;4.5333,;0,;0,;0,;0,;4.4909,;0,;0,;4.562,;0,;0,;0,;4.5246,;0,;0,;4.4628,;4.4134,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;4.4234,;4.4249,;0,;0,;0,;0,;4.5044,;0,;0,;0,;4.5491,4.5801,;0,;0,;4.4063,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;4.428,;0,;4.4312,;4.4391,;0,;0,;0,;4.4494,;0,;
0,;4.747,4.7703,;0,;0,;4.6317,;4.7873,;0,;4.7088,;0,;4.7906,4.7939,;4.7589,;4.7594,4.7991,;0,;4.7233,;4.6845,4.6954,4.7214,;4.7677,;4.7943,;0,;4.7187,4.7503,;4.6552,4.7934,;4.757,;4.6483,4.7933,;4.6872,4.7031,;4.673,4.7581,;4.624,4.6294,;4.7778,4.7831,4.7842,;4.7144,4.7153,;0,;0,;0,;0,;0,;4.6732,4.703,;4.6268,;0,;0,;4.6211,4.7918,;0,;4.6148,4.6573,4.6731,4.703,4.7214,;0,;4.7114,4.7874,4.7944,;4.6474,;0,;4.6209,;4.7886,4.7944,;4.7537,;4.6731,4.692,;4.6246,;0,;4.7596,4.7808,;4.6368,;4.7398,4.7403,4.7494,4.7714,4.7719,;0,;4.7856,4.7971,;4.7199,4.7356,;4.687,4.7477,4.7487,4.758,4.7848,;0,;4.7606,;4.7015,4.7907,;4.7557,;4.7297,4.7768,;4.7459,4.7797,;0,;4.6843,;0,;0,;4.7644,;0,;0,;0,;0,;4.7944,;4.7934,;4.6827,;4.6889,;4.7552,4.7767,4.7976,;0,;0,;0,;4.6731,;4.6481,4.6788,4.6798,4.7425,4.7436,4.7873,4.7958,4.7967,;4.6311,;0,;0,;4.7991,;4.7031,;4.7626,4.7848,4.793,;0,;0,;4.7816,;0,;4.7834,4.7878,;4.7906,;0,;4.7231,4.7509,;4.7849,;
4.8326,4.9583,4.9914,;4.9517,4.9639,4.9646,4.9663,;4.8326,4.9665,4.9762,;4.8974,4.9762,4.9915,;4.9102,4.9664,4.9998,;4.861,4.9038,4.9915,;4.8963,4.9182,4.9233,4.994,;4.9941,;4.8808,4.8962,;4.8151,4.8851,4.8979,4.9106,;4.829,4.8944,4.9049,4.9762,;4.8013,4.8432,4.8644,4.8674,4.8963,;4.8099,4.8755,4.9949,;0,;0,;4.8229,4.8705,4.9183,4.9665,;4.8372,4.8789,;0,;4.8676,4.8736,4.9234,;4.8687,4.8911,4.8979,4.9009,;4.8124,4.9422,;4.9989,;0,;0,;4.8409,4.904,4.9515,;4.8087,4.834,4.8371,4.9271,;4.8356,;0,;4.9583,;0,;0,;4.9388,;4.9314,4.9389,4.9582,4.9591,;0,;0,;0,;4.8115,;0,;4.9458,4.9495,;4.8963,4.9234,;0,;4.861,4.9053,;0,;4.8327,;4.8426,4.9233,;4.8071,4.8326,4.9786,;0,;0,;4.981,;4.8659,4.8844,4.892,4.9021,4.9838,;4.9469,;4.8176,4.8593,4.8752,4.9073,4.9918,;4.9233,;4.807,4.8375,4.8809,;4.815,4.8921,;0,;4.8576,;4.8629,4.9178,;4.8606,4.9234,;4.8595,;4.9594,;4.806,4.8298,4.8306,4.8327,4.9821,;0,;4.8962,4.9483,4.986,;4.8255,4.8445,;4.8087,4.936,4.9434,4.9542,4.9668,;4.813,4.9115,4.9529,4.9919,;4.9309,4.9667,4.9836,;0,;4.9389,;0,;4.9626,;4.8363,4.9199,4.941,4.9523,4.9532,4.9849,;4.8073,4.856,4.8634,4.9836,4.9845,;0,;4.8034,4.8246,4.8433,4.8644,4.8963,4.9233,4.933,;4.8762,4.9405,;4.8529,;4.9716,;4.8851,;4.8104,4.8408,4.8416,4.8596,4.8605,;4.8529,;0,;4.8529,;4.9749,;4.8071,4.8733,4.8963,4.9976,;4.8274,;4.9233,;0,;4.8644,4.8658,;4.8033,4.8601,4.8889,4.8898,4.9427,4.9436,4.9893,4.9902,;4.8999,4.906,4.9741,;0,;4.9373,;4.8434,4.8923,4.9159,4.9523,4.953,4.9533,4.9796,4.9799,4.9945,;0,;
0,;5.0018,5.0025,;5.1806,;0,;5.0434,5.0985,;0,;5.0207,;5.0969,5.1182,;0,;0,;5.0319,5.0392,5.0579,;5.0239,;5.0984,;5.1433,;0,;5.1433,;5.0255,;5.1874,5.1883,;0,;5.008,5.0968,5.0986,;5.0255,;5.0985,;0,;5.0909,;5.0985,;5.0985,;5.0291,5.0477,5.0994,5.1,5.1177,;5.0985,;5.0985,;5.0985,;5.0985,;0,;5.0154,;5.0021,5.0986,;0,;5.1464,;5.1944,;0,;5.0547,5.1288,;5.0091,5.0676,;5.1677,;5.0993,;5.1335,;0,;0,;0,;5.1806,;5.0787,;5.0052,5.1463,;5.0255,5.0259,;0,;5.0009,5.056,5.0686,5.069,5.0891,5.1011,;0,;0,;0,;5.1986,;0,;5.0296,;5.0064,5.0853,;5.1977,;5.0053,;5.1285,5.1462,;5.0463,5.1522,;5.009,5.0095,5.1321,;5.0791,;5.0181,5.0639,5.1394,;5.0504,5.1179,5.1186,;0,;0,;5.1299,;0,;5.1433,;5.0392,5.0401,5.0684,5.0692,;0,;5.1793,;0,;5.0338,5.0606,;0,;0,;5.1334,;5.0336,5.0459,5.0618,5.1018,5.144,5.1451,;0,;5.0893,;0,;5.1299,;0,;5.1234,;0,;0,;0,;0,;0,;0,;0,;5.0256,5.0553,;0,;
0,;5.3112,;5.3597,;0,;5.2299,5.3023,;0,;0,;5.2158,;0,;0,;0,;0,;0,;0,;5.3614,;0,;0,;0,;0,;5.329,;0,;0,;0,;0,;0,;0,;0,;0,;5.3614,;5.2284,5.3567,;0,;0,;0,;0,;0,;0,;0,;5.3012,;0,;0,;0,;5.2214,5.34,;5.3776,;0,;0,;0,;0,;0,;0,;0,;0,;5.2891,5.3641,;0,;5.3993,;0,;5.2562,;0,;0,;0,;0,;5.3198,;5.3447,5.3456,;0,;0,;0,;0,;5.3852,5.3876,;0,;0,;5.2571,;0,;5.2249,;0,;0,;0,;5.3635,;0,;0,;0,;0,;5.2095,5.353,5.3541,;0,;0,;0,;5.2302,;5.2036,5.2794,5.3238,;0,;0,;0,;0,;0,;5.3863,;5.2891,;0,;0,;5.2891,5.3004,;
5.4305,;0,;0,;5.4805,;0,;0,;0,;5.4371,;5.5394,;0,;5.5545,;0,;0,;5.4378,;5.4195,5.5031,;0,;0,;0,;5.5447,;5.5512,;5.413,5.4846,;0,;5.5153,;5.5617,;0,;0,;0,;0,;5.4088,5.4805,;0,;0,;0,;0,;0,;0,;5.5394,;0,;5.5806,;5.4236,;0,;0,;0,;0,;0,;0,;0,;5.4049,5.5022,;0,;5.4405,;0,;0,;5.4815,;0,;0,;5.4848,;5.4805,;5.5139,;0,;0,;0,;0,;5.5806,;5.4333,5.4805,;5.5806,;5.5516,;0,;5.4443,5.4532,5.4806,5.5806,;5.5798,5.5807,;0,;5.4195,;0,;5.5098,;5.4423,;0,;5.4889,5.5845,;5.4927,5.5837,5.584,;0,;5.5032,5.5395,;0,;0,;5.4118,5.4126,5.4234,5.4525,;5.5032,5.5394,;0,;5.5032,5.5395,;0,;0,;0,;0,;5.5043,;0,;5.4271,5.491,5.5111,;5.5338,;0,;0,;0,;5.5394,;
0,;5.6828,;0,;0,;0,;5.6007,5.6131,;0,;0,;0,;0,;5.6069,5.6461,;0,;0,;0,;0,;0,;5.6811,;0,;5.7404,;0,;0,;5.6006,;0,;0,;0,;0,;0,;0,;5.7156,;0,;5.7277,;0,;0,;0,;5.6007,;0,;0,;0,;0,;5.7165,;5.6006,;5.7046,;5.6131,;0,;5.6131,;0,;0,;0,;0,;0,;0,;5.6753,;5.618,;0,;5.6021,;0,;0,;0,;0,;0,;0,;0,;5.7564,;5.7648,;0,;5.6106,5.6382,;5.6121,5.6177,5.6772,5.7144,;5.6446,;0,;0,;0,;5.613,;0,;0,;5.7806,;5.618,5.6824,;0,;5.6091,5.6523,;0,;5.6487,;5.7194,5.7756,5.7766,5.7779,;5.6523,;0,;5.6523,;0,;5.6644,;5.6762,5.6772,;0,;0,;0,;5.6775,5.7384,5.7805,;0,;0,;0,;0,;0,;
0,;5.9189,;0,;0,;0,;0,;5.8079,;0,;5.8133,;5.9579,;0,;0,;5.835,;0,;5.9151,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;5.8145,5.862,;0,;5.8133,5.9675,5.9927,;0,;0,;5.8133,5.862,5.8693,;5.9472,;0,;5.8133,;5.8133,5.9909,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;5.862,5.9148,;0,;0,;0,;0,;5.8622,;0,;0,;5.8731,;0,;0,;0,;0,;0,;5.8767,;5.9309,;5.9586,;0,;5.8076,5.864,5.8648,5.8767,5.9111,;0,;5.8767,;5.8823,;5.8767,;5.8482,;5.8134,;0,;5.9421,;0,;0,;0,;5.9421,;0,;5.9421,;0,;0,;0,;5.8133,5.9132,;0,;0,;0,;5.8911,5.8914,;0,;0,;0,;0,;
0,;6.1448,;0,;0,;0,;0,;0,;0,;0,;6.0475,;6.1639,;0,;6.0608,;0,;0,;6.0408,;0,;0,;0,;6.0301,;6.1595,;0,;0,;0,;0,;6.0157,6.1851,;6.0792,;0,;0,;0,;6.1597,;6.1926,;0,;6.0608,;0,;0,;0,;0,;6.1801,;6.0741,;0,;0,;0,;0,;0,;6.0742,;0,;6.0147,6.1708,;0,;0,;0,;6.1964,;6.1212,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;6.0544,;6.0165,;6.1683,;0,;0,;0,;0,;6.0325,;0,;0,;0,;6.0004,;0,;6.1527,;0,;0,;0,;0,;0,;6.0033,;0,;0,;0,;6.0062,6.0871,;6.1636,;0,;0,;0,;6.1909,;
6.325,;6.3009,6.3726,;6.2884,6.3055,6.3253,6.3854,;6.312,6.3127,6.3154,6.322,6.343,6.3751,6.3754,;6.2891,6.3074,6.3099,6.3208,6.3511,6.3666,6.3735,;0,;6.3154,6.3624,;6.3119,;0,;0,;6.3233,6.3468,6.3474,6.3687,;0,;0,;6.3834,;0,;6.3387,6.3738,;6.3063,6.3275,6.3283,;6.2444,6.2642,6.2934,6.319,6.3201,6.3798,6.3885,;6.286,6.3154,6.3906,;6.3173,;0,;0,;0,;6.2654,;0,;6.2979,6.3054,;6.3471,6.394,;0,;6.3373,;0,;0,;0,;6.286,6.3107,;0,;0,;0,;0,;6.3834,;6.3108,;0,;0,;6.2334,6.2925,;6.3738,;6.3896,;0,;0,;0,;0,;6.3258,6.3521,6.3906,;6.2784,6.3407,6.369,;6.2832,6.3058,;6.2153,6.2583,6.2619,6.2883,;6.2832,;6.3251,;6.3671,;6.3971,;6.2927,;6.2922,6.2989,;6.339,6.368,;6.3933,;6.2989,6.3097,6.3366,;6.2852,6.2858,6.2861,6.2891,6.2898,6.2911,6.292,6.3112,6.3262,6.3269,6.3328,6.3335,;6.3158,;6.2281,6.2789,6.2988,6.2991,6.3078,6.3089,6.3426,6.3473,6.3758,6.3765,;6.2551,;6.2895,6.3136,6.3163,6.3749,;6.2526,6.2635,6.2747,;6.3011,6.3108,6.383,;6.2759,6.3389,6.3932,;6.2115,;0,;6.3517,6.3987,;6.3195,6.3375,6.3501,6.3526,6.3608,;6.3153,6.3162,6.3756,;0,;6.291,6.3149,6.3551,6.3722,;6.2284,6.3251,6.3532,;6.2421,;0,;6.3295,;6.2129,;6.2421,;6.3241,6.325,6.341,6.3449,6.3738,;6.2421,;0,;6.3107,;6.3084,;0,;0,;6.3789,;6.2685,6.2694,6.3789,;6.2284,6.2448,6.299,;0,;0,;6.2257,6.2481,6.2629,6.2639,6.2658,6.2882,6.2913,6.3099,6.3283,6.3345,6.3421,6.3428,6.3465,;0,;
6.4702,6.4987,6.5138,6.5171,;6.4556,6.5046,6.5356,6.5367,6.5838,;6.409,6.4433,6.4689,6.5088,6.5245,6.5344,6.5595,6.5915,;6.4893,6.5171,6.5367,;6.4718,6.4891,6.5217,6.5343,;0,;6.4213,6.4464,6.4718,6.5315,6.5976,;0,;0,;6.4719,6.5028,;6.4031,6.5437,;6.563,;0,;6.594,;6.4214,;6.4052,6.5742,6.5747,6.6,;6.516,6.5546,6.5816,;6.5129,6.5955,;6.4244,;0,;0,;6.4341,6.5727,;6.4556,;6.4871,6.5046,;6.4583,6.4715,;6.4839,6.494,6.5204,;6.4105,6.4111,6.4329,6.4555,6.4743,6.5188,6.5257,6.5533,;6.4839,;6.4229,;6.4785,;0,;0,;0,;6.435,;0,;0,;6.4189,;0,;6.5313,;6.4351,;6.4052,;0,;0,;6.4259,6.5045,6.5138,6.5969,;6.5137,;0,;6.5045,;6.5045,;6.4593,6.4896,6.5187,;6.4079,6.4366,6.4786,6.5024,6.5157,6.5653,;6.4245,;6.4082,6.4421,6.5117,6.5463,6.5592,;0,;0,;0,;6.5152,6.5526,6.5695,6.5727,;6.4066,6.4472,6.5228,6.5957,;0,;6.5358,;0,;6.4704,;6.4121,6.4128,6.4744,6.4752,6.5148,;6.4583,6.4595,6.5462,6.5567,;6.4443,6.4678,6.486,6.5361,6.5849,;6.5285,6.5544,;6.5035,;6.4443,;6.4072,6.4525,6.466,6.4666,6.4679,6.4687,6.4697,6.4832,6.4913,6.5335,6.549,6.5501,6.5587,;6.4241,6.5066,;6.5171,;6.4383,6.4391,6.4739,6.4748,6.598,6.5988,;6.5334,6.5357,6.5372,6.5547,6.559,;6.4461,6.4465,6.4715,6.4793,6.5106,6.5122,6.5463,6.5605,6.5817,;0,;6.5911,;6.4411,6.4866,6.5025,6.566,6.5739,;6.4051,6.5453,6.5457,;0,;0,;6.4694,;6.4067,;0,;6.4798,6.5434,6.5901,;0,;6.4787,6.5311,6.5468,6.5488,6.5717,;6.4351,;0,;0,;0,;6.4576,6.4993,6.52,6.5335,6.5344,6.5412,;6.4259,6.4718,6.5037,6.5044,;0,;6.5435,;6.487,6.5187,6.5849,;6.4615,6.5244,6.5294,6.5407,6.5736,6.5745,6.5933,6.594,;6.4887,6.5186,6.5405,;
0,;6.7249,6.7868,6.7952,;6.6694,6.7145,;6.6026,6.6551,;6.6317,6.6785,6.7747,6.7765,;6.6181,;6.7366,6.7593,6.7886,;6.6075,6.6763,6.6797,6.742,;6.6279,;0,;6.7496,;6.6148,;6.695,;0,;0,;6.6433,6.7194,;6.6121,6.6578,;6.6662,6.7334,;6.611,6.7579,;6.7644,;0,;6.674,;6.6282,6.6529,6.6966,6.7295,6.7389,;6.6552,;6.7389,;6.6739,6.7849,;6.7389,;6.728,6.792,;6.7841,;6.6474,6.6842,6.722,;6.6025,;6.7441,;0,;0,;6.7578,;0,;0,;0,;0,;0,;0,;0,;6.7708,;6.6563,6.7105,6.7125,6.741,6.7924,;0,;6.7578,;6.6359,;0,;6.6032,6.6846,6.7064,6.7075,6.7095,6.7145,;6.6763,6.7305,6.7396,6.7496,6.7597,6.7614,;6.742,;6.6167,6.6635,6.6905,6.7124,6.7648,6.7655,6.7927,;6.7314,;6.6753,6.7302,;6.6504,6.7942,;6.6504,6.6842,6.7719,;6.6207,6.7567,;6.6388,6.6395,6.6784,6.694,6.7382,6.742,6.7631,;6.6568,6.7064,6.7279,6.7366,6.7374,6.742,6.7595,;6.7345,6.7614,6.7634,6.7694,6.7949,;6.7211,;6.625,6.6374,6.6697,6.7064,6.7349,6.7365,6.7446,6.7468,;6.7256,6.7411,6.7598,;6.6036,6.7031,6.7439,6.7445,6.7541,6.7562,6.7593,6.7693,;6.628,6.6357,6.7086,6.7631,;6.7304,6.7619,;6.6324,6.6866,6.7345,;6.6119,6.6393,6.6427,6.6764,6.7128,6.7381,6.7455,6.7595,;6.6231,6.7086,;0,;6.646,6.6467,6.6791,6.6799,6.6841,6.7113,6.7121,6.7562,6.7569,6.7592,6.7599,6.7654,;6.6045,6.684,6.7139,6.728,6.7595,6.7706,6.7795,;6.6066,6.615,6.6555,6.6626,6.6841,6.6851,6.7194,6.7433,6.7621,6.7759,6.7802,;6.6358,6.7205,6.7212,6.7303,6.74,6.7408,6.7447,6.7457,6.7696,6.7707,6.7863,6.7871,;6.6332,6.7071,6.7365,6.7648,6.7713,6.7766,;6.6164,6.6785,6.7033,6.704,6.7286,6.7315,6.7476,;6.6067,6.611,6.6555,6.6908,;6.6272,;0,;6.6841,;6.6495,6.6697,6.6774,6.6783,6.7422,6.7431,6.7499,;6.6272,;6.7086,6.7336,6.7634,6.7765,6.7805,6.7814,;6.6272,;6.6263,6.7475,;6.6784,;0,;6.6392,6.7334,;6.6472,6.7595,;6.7168,;6.6484,6.7566,6.7577,;6.7358,;6.6841,;0,;6.6031,6.6042,6.6076,6.6289,6.6308,6.6652,6.6662,6.674,6.7396,6.7567,;6.7566,;
0,;6.8188,6.8419,6.872,6.8739,6.9284,6.9303,6.9537,6.9644,;6.8402,6.8438,6.8816,;6.8145,6.8561,6.9216,;6.8372,6.9502,;6.9055,6.923,;6.8031,6.8039,6.8189,6.8227,6.872,;0,;6.8405,6.8651,6.8898,6.936,6.9728,;6.9544,;6.8987,;6.855,6.957,;0,;6.8678,6.9696,6.9844,;6.8093,;6.8405,6.898,6.9047,;6.9122,;0,;6.8736,;6.8328,;0,;6.8387,;6.8049,;0,;6.8588,6.8963,;0,;6.9857,;0,;6.8062,6.8678,;0,;0,;0,;0,;0,;0,;0,;6.895,;6.8806,;6.8063,;6.8535,;0,;0,;6.9735,;6.9134,6.9144,6.9891,6.998,;6.8678,;6.8307,;0,;0,;6.8838,6.957,6.985,;6.8248,6.8334,6.9263,;0,;6.8351,6.8358,6.8519,6.944,6.9468,;6.9179,6.9403,;6.9307,;6.9179,6.9403,;6.8167,6.9424,6.9564,6.9674,6.9897,;6.9131,6.9972,;6.9035,6.9045,6.9555,;6.8517,6.9134,;6.8078,6.8242,6.8261,6.827,6.923,6.959,;0,;6.855,6.8557,6.8584,6.8588,6.8592,6.8911,6.8919,6.9381,;6.9616,;6.8128,6.8491,6.8678,6.8744,6.9464,;6.8597,;6.86,;0,;6.8044,6.8828,6.9067,;0,;6.8284,;6.8028,6.8034,6.8035,6.8128,6.8387,6.8394,6.8415,6.9111,;6.8091,6.8407,6.8443,6.9399,;6.8963,6.8981,;6.8088,6.8284,6.8294,;6.8547,;6.8377,6.9073,6.9603,;0,;0,;0,;0,;6.8157,6.8177,6.8601,6.8611,6.8683,6.9046,6.9057,6.9774,6.9784,;0,;6.8228,6.8271,6.8724,6.8764,6.8772,;0,;0,;0,;6.821,6.8223,6.9719,;0,;6.8189,;6.8226,;6.9244,;6.8155,6.9032,;0,;6.9159,6.9363,6.9501,;6.8201,;6.8905,6.9352,;
0,;7.0099,7.0367,;0,;0,;0,;0,;0,;0,;0,;7.0244,7.1368,;7.0555,7.0591,7.1316,7.1336,7.1343,;0,;0,;0,;7.0048,7.0313,7.0396,;0,;7.0115,;0,;7.0055,7.0574,7.135,;7.0289,;0,;7.1696,;0,;0,;0,;0,;7.0323,7.17,;0,;0,;0,;7.0382,7.0668,;0,;0,;7.0367,;0,;7.0368,;7.0618,7.0763,7.0844,;7.0367,;0,;0,;0,;0,;7.1805,;0,;7.0382,;7.1701,7.1976,;0,;0,;7.1587,;7.1805,;0,;7.0513,7.11,7.1812,7.1819,;7.0206,7.094,;7.17,;0,;7.1125,7.1787,;7.0366,7.0831,;7.1653,7.1733,7.1787,;7.0208,;7.1661,;7.1317,;7.0462,7.0469,7.0482,7.049,;7.0501,7.0547,;7.0861,;0,;7.1683,;0,;7.024,;0,;0,;7.024,7.048,7.0487,;7.1766,;0,;0,;0,;0,;0,;0,;0,;7.0335,;0,;7.1823,;0,;7.1823,;7.1562,7.1805,;0,;7.0813,7.1318,;7.103,;7.1405,7.1976,;0,;0,;0,;0,;7.0552,;0,;0,;
0,;0,;7.3146,7.3889,;0,;0,;0,;7.2894,;0,;0,;7.2625,7.3168,;7.2833,7.2894,7.3353,7.336,7.3508,;0,;0,;7.2661,;7.2894,;0,;0,;0,;7.2205,;0,;0,;0,;7.2867,7.3436,;0,;0,;7.3486,7.3508,;7.2894,;0,;0,;0,;0,;7.3839,;7.3386,7.3513,;0,;0,;7.3527,;0,;0,;7.3615,;0,;0,;0,;0,;0,;0,;0,;7.2922,;0,;0,;7.3575,7.3964,;7.3306,;7.3343,;0,;7.3525,;7.2268,7.3063,;0,;7.3585,;7.2694,7.3305,;7.3336,;7.2617,;7.2109,;7.3126,7.388,7.3885,7.389,;7.2035,7.3053,7.3081,7.3873,;7.3806,7.396,;7.3558,;0,;0,;0,;7.2766,;7.349,;7.3223,7.323,;0,;0,;7.3576,;0,;7.2093,7.21,;0,;0,;0,;0,;7.2407,7.3619,7.3986,7.3996,;0,;0,;0,;0,;7.2439,;0,;0,;7.3916,;7.3488,;7.2281,7.2895,;0,;0,;0,;7.2407,7.3599,7.3729,;0,;
7.5609,7.5625,;7.4979,7.5341,;7.489,7.5264,;7.582,7.5885,;7.5112,;7.4675,;7.4703,;0,;0,;7.4258,;7.4172,7.4376,7.4643,7.4747,7.5034,;7.4578,;0,;7.4059,;7.4616,7.4748,7.5235,7.5948,;7.4907,;7.5735,;7.5001,7.5342,7.558,;7.4326,7.4467,7.5796,;7.4555,7.4808,7.5328,7.5675,7.5767,7.5775,;0,;0,;7.4326,7.5102,7.5199,7.5305,;7.5633,;7.4412,7.4766,7.4774,7.4968,7.4989,7.4998,7.5414,;7.4865,7.528,;7.4808,7.5248,;0,;0,;7.4061,;0,;7.5622,;7.4374,7.5033,;7.5251,;0,;0,;7.5735,;0,;7.482,7.4827,7.5574,7.5581,7.5735,7.5914,;0,;7.5735,;7.5251,;7.4327,;7.4485,;0,;7.4125,7.4523,7.5226,7.5735,;7.5102,;7.4548,;0,;7.4411,7.4732,7.4995,7.5038,;7.5889,;7.5894,;7.4628,;7.4414,7.5086,7.5597,7.5806,7.598,;7.4267,7.4275,7.4628,7.4677,7.489,7.5856,;7.4649,7.4657,;7.4236,7.5012,7.5113,7.5238,;7.4731,7.5073,;7.4779,7.5286,;7.5269,7.5494,;0,;7.5306,;7.4767,7.504,7.5572,;7.4376,7.4762,7.4767,7.5556,7.5614,7.5806,7.5814,;7.402,;7.4372,7.4591,;7.4539,7.4733,7.4934,7.4965,7.4988,7.5006,7.5164,;7.5103,7.5574,;7.4523,7.4891,;7.5253,;7.4179,7.4187,7.4195,;7.4434,7.4555,7.4708,7.4998,7.5102,7.5112,7.535,7.5493,7.5719,;7.4489,7.5205,7.5213,7.5303,;7.4062,7.4069,7.4736,7.4768,7.4959,7.4962,7.4995,7.5322,7.5823,7.5919,;0,;7.4297,7.4736,7.5076,7.5466,;0,;0,;0,;7.5755,7.5945,;7.4201,7.4211,7.4567,7.4576,7.4645,7.4654,7.503,7.5235,7.5495,7.5506,7.5635,7.594,;0,;7.4766,7.5649,;0,;7.5174,;7.5681,;7.5969,;7.4818,7.5679,;0,;7.5516,7.5799,;7.5734,;7.5239,;7.5765,;7.4861,7.5413,7.5693,;7.4858,7.4869,7.561,;7.4956,7.5694,;
