1,1,1,1,0.84614,0.033792,0.17133,1,0.36708,1,0.089333,1,0.034939,1,0.40734,1,0.31547,1,0.50524,0.032556,0.060327,0.15814,1,0.51281,0.071311,0.051473,1,0.49659,0.039198,1,0.51785,0.14348,0.14057,0.20594,0.14905,0.067956,0.042568,0.028713,0.042721,0.08794,0.030924,0.052387,1,0.10404,1,0.25238,1,1,1,1
1,0.027197,1,1,0.49471,0.19534,1,1,1,1,1,1,1.3359,0.37126,1,1,0.41902,1,1,0.66518,1,1,1,0.039649,0.028876,0.12759,1,1,1,1,1,1,1.5391,0.051896,0.10203,1,1,0.50077,0.05006,0.031703,0.056895,0.0256,0.041638,0.12927,1,0.49381,1,1,0.5004,1
1,1,0.46055,1,0.11768,1,0.29915,1,1,1,1,1,1,1,1,1,1.8932,1,1,0.64347,1,1,1,1,0.11944,0.10355,1,1,1,0.73654,0.22581,1,1,0.63426,1,1,1,1,0.032993,0.01985,0.042594,0.039813,0.063774,0.27033,0.10277,0.37843,1,1,1,1
1,0.34967,1,1,1,1,1,1,1,1,1,1,1,1,2.5128,0.30957,1,1,0.14975,1,0.36438,1,1,0.60231,1,0.42004,1,0.29446,1,1,1,0.94563,0.21057,1,0.098183,1,0.28172,0.13984,0.038379,0.088759,0.062817,0.032481,0.037765,1,1,0.60309,1,1,1,1
1,1,1,1,0.89509,0.25387,1,0.29237,0.29565,0.072785,1,1,1,1,0.99233,0.37564,1,1,0.42905,0.25202,0.29208,0.22917,1,0.28458,1,1,0.63999,0.083558,1,0.41201,1,1,0.50626,1,0.38793,0.18241,0.24981,0.071311,0.037478,0.038373,0.013419,0.088227,0.23498,0.11891,1,1,0.68087,0.060333,0.15663,1
1,0.10596,0.045178,1,0.052428,1,1,1,0.73785,1,0.48287,1,1,1,1,1,1.1234,1,1,0.12665,1,0.31912,0.18313,0.33226,0.048209,0.17686,1,1,1,1,0.89747,0.035184,0.1578,0.076103,0.055582,1,1,0.58601,0.046694,0.023098,0.042672,0.052387,0.064355,0.044819,0.27013,1,1,0.56569,1,1
1,0.32542,0.26132,1,1,1,1,1.0029,1,1,0.45367,0.13656,1,0.36728,1,0.32268,1,1,0.028672,1,0.031252,1,0.4168,0.21442,0.041697,0.14655,1,1,0.65564,1,1,0.58604,0.027074,0.045711,0.2544,0.099286,1,0.56205,0.10633,0.19772,0.11321,0.18235,0.31879,0.1749,1,0.083598,1,0.32071,1,0.29851
1,1,1,1,1,1,0.059965,1,0.27009,0.34824,1,0.098958,0.037847,0.21639,0.37003,1,1,1,1,0.80895,1,1,1,1,1,1.3438,1,1,1,1,1,0.057539,0.082574,0.067174,1,1,1,0.023757,0.052551,0.084459,0.033177,0.065535,0.037191,0.091176,0.038092,0.076144,1,1,0.53018,1
1,1,1,1,0.032809,0.21213,0.062709,0.078151,1,0.38301,1,0.57675,1,1,1,1,1,1,1,1.4629,0.28582,0.13194,1,0.03158,0.049766,1,1,0.62132,0.19575,1,1,0.075202,0.033833,0.14692,0.11575,0.077618,0.085483,0.13291,0.10494,0.034306,0.016219,0.035009,0.036784,1,0.23179,0.27538,1,0.084622,1,1
1,1,0.44343,1,1,1,1,0.034611,1,1,1,0.96165,0.90233,1,1,1,1,1,1.3767,0.21455,1,1,0.56528,0.1382,0.020689,0.08601,0.23044,0.22216,1,1,0.47898,0.28717,1,0.44703,0.068484,0.19607,1,0.032255,0.086138,0.031908,0.12951,0.080977,0.029409,1,1,0.040345,0.084909,1,0.22925,1
1,0.36831,1,0.27721,0.028057,0.060497,0.070614,0.13705,1,1,1,1,0.031047,1,1,0.55672,1,1,0.54861,0.21594,1,1,1,0.87146,0.12976,0.083271,1,0.071638,1,1,0.67489,1,1,1,1,1,1,1,1,1,1.8875,0.17727,0.24244,0.1339,0.38588,0.11895,0.21352,1,1,0.54509
1,1,0.485,1,1,1,0.76365,1,1,1,0.059432,1,1,1,0.71786,0.13136,1,1,1,1,1,1,1,0.14504,0.20558,0.099614,1,1,0.50208,1,1,1,0.13857,0.10133,0.16466,0.33095,1,1,0.043951,1,0.32132,0.23912,1,0.53268,1,0.2841,1,1,0.6071,1
1,1,1,1,1,1,1.2049,1,1,1,0.039362,1,0.49668,1,0.22114,1,0.078994,0.075845,1,1,1,1,1.1638,0.11668,1,1,1,0.81227,1,1,1,1,0.94027,0.031608,0.066027,1,0.056893,0.072178,0.13795,0.056975,0.14233,1,1,1,1,1,1,1.3746,0.097852,1
1,1,1,0.64188,1,0.44392,1,1,1,1,1,1,1.4318,1,1,0.55844,0.14004,1,1,1,1,1,1.2701,0.085073,1,0.3328,1,0.47079,1,1,1,0.70369,0.21428,0.15061,1,1,1,0.90811,0.055295,1,0.043089,0.24672,0.11682,0.24596,1,1,1,1,1.0324,0.22749
1,1,0.38837,0.32333,0.083366,1,1,0.58706,1,1,1,0.7795,0.13767,1,0.38072,1,1,0.53837,1,1,0.65433,1,1,0.4842,0.047472,0.14704,1,1,1,1,1,1,1.3169,0.26734,0.03756,1,1,0.041574,0.052551,1,1,1,0.90578,1,1,1,1,0.88414,0.043294,1
1,0.033669,1,1,1,1,0.05346,1,1,1,1,1,0.11256,1,1,1,1,1,1.1896,0.061112,1,1,1,0.77528,0.09007,0.17137,1,1,1,1,0.16941,0.10904,0.16647,0.11096,1,1,0.546,0.041492,0.05935,0.096932,0.054136,0.17518,1,0.050585,0.10224,0.17171,1,1,1,1
1,0.047677,0.03521,1,0.034037,0.32698,0.036037,0.073932,1,1,0.56909,1,0.36327,0.1706,1,1,1,1,1.1078,0.080363,1,0.53133,1,0.36506,0.12034,0.047899,1,1,1,1,0.96148,0.046899,0.027607,0.18559,0.24682,0.13767,0.1194,0.04395,0.078806,0.05763,0.1964,0.085319,0.30859,1,0.43876,1,1,1,0.74837,0.043376
1,1,0.47742,1,1,0.60837,0.25637,1,1,1,0.13709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.9605,1,1,1,1,1,1,1.3854,0.06402,1,1,1,1,0.12837,0.074792,0.024985,0.031567,1,0.40689,0.24129,0.24056,1,1,1,1
1,1,0.064307,1,1,0.43229,0.22319,1,1,1,1,1,1,1,0.034898,1,1,1,1,1,1.0245,0.19473,1,1,0.72244,0.14025,0.26284,0.071638,0.23511,1,1,0.62177,0.085565,0.36122,0.061603,1,1,1,0.10568,0.061112,0.19063,0.30265,0.2433,0.050462,0.1842,0.16321,0.20013,0.2152,0.0734,0.10991
1,1,1,1,1,1.0858,0.12722,0.06914,0.2347,1,0.39563,0.19329,1,1,1,1,1,1,1.4353,1,1,0.092528,1,1,1,0.79359,0.12837,1,1,0.047472,1,1,0.61652,0.037888,1,1,1,0.68411,1,0.026542,0.050257,0.047063,0.25755,0.047063,1,0.39882,1,1,0.606,1
1,1,1,1,0.96112,0.064388,0.032235,1,1,1,0.76691,1,0.38809,1,0.45166,1,0.32714,0.27082,1,0.36548,0.04866,0.081182,1,1,1,0.83463,1,1,0.62922,1,0.432,1,1,0.44273,1,0.42122,1,1,1,0.89718,1,0.42164,0.11133,0.1749,0.22483,0.095477,1,1,1,1
1,0.25673,0.21651,0.27812,1,0.033587,1,1,1,1,1,1,1,1,0.067829,1,1,0.49262,1,1,0.67043,0.061726,0.31142,1,0.4055,1,1,1,1,0.14861,0.19984,1,1,0.55156,1,1,0.63979,0.17834,0.10568,0.078806,0.088473,0.15194,1,0.40669,1,1,0.035922,0.17133,0.17019,1
1,1,1,1,0.053445,1,0.40906,1,1,1,1,1,1.226,0.15358,1,1,1,1,0.9554,0.029204,1,0.54599,1,0.029819,0.20681,0.05636,1,1,1,1,1,1.2301,1,1,1,1,0.99532,0.065904,0.045844,0.1588,1,1,1,1,1,1,1,1,0.050092,0.02732
1,1,1,1,1,1,1.2164,1,0.4757,1,1,1,1,1.0387,1,1,1,1,0.91291,1,0.48037,1,1,0.50274,1,0.09646,1,1,1,1,0.96222,1,0.37421,1,1,0.6017,1,0.4884,0.13848,0.30036,1,1,0.46661,0.062136,0.1842,1,1,1,0.043499,0.14197
1,1,1,1,1,1,1.2165,1,1,1,0.82837,1,0.50425,1,0.15053,0.22659,1,1,1,1,1,1.0903,1,1,1,1,1,1,1.3311,0.046951,1,1,1,0.88845,1,1,1,1,1,0.06488,0.1452,1,1,0.69869,0.22475,1,0.37625,0.23056,0.051404,1
1,1,1,1,1,1,1,1,1.7904,1,0.32956,1,0.31457,0.19317,0.32489,0.21102,0.10604,1,1,1,1,1,1,1,1,1.8767,1,0.39305,1,0.40783,1,1,1,1,1,1.0895,0.31592,1,0.032276,0.21668,0.26018,0.080977,0.20255,1,1,1,1,1,1,1.3005
1,0.27218,0.033996,0.28139,0.11075,1,0.3747,0.17817,1,1,1,0.8792,1,1,0.10183,0.097033,0.14979,0.215,1,1,1,0.84045,0.19869,0.17072,0.16477,0.38285,1,1,1,1,1,1,1.2245,1,0.47616,0.15587,1,0.48914,0.038953,0.070082,1,0.060661,1,1,1,0.90046,0.12583,1,0.11829,1
1,1,0.53997,1,1,1,0.72007,1,1,1,1,1,1,1,1,1,1,1,1,2.7328,1,0.36032,1,1,1,1,0.94797,0.27943,1,0.23269,1,0.57012,1,1,0.49717,0.15614,1,1,0.71114,1,0.35254,0.10178,0.23011,0.042229,0.084327,0.1957,0.34742,1,1,1
1,0.07598,1,0.5002,0.026223,0.098958,0.11391,1,0.49737,0.048414,0.29458,0.12812,0.11946,1,1,1,1,1,0.045588,1,0.13148,1,1,0.018391,0.21729,0.074014,1,0.29483,1,0.17764,0.18915,0.1307,0.22057,1,0.27492,1,0.55521,0.066802,0.12669,0.060948,1,0.37118,0.014459,0.08708,0.073441,0.047718,0.098016,1,0.1264,0.045076
1,1,1,1,0.89284,1,0.041082,1,0.52903,0.14635,1,1,0.50163,1,1,1,1,0.97832,1,1,1,0.8939,0.2553,1,0.32298,0.058531,1,1,0.64892,1,0.35762,1,0.36094,1,0.4184,1,1,1,0.80338,1,1,0.56008,1,0.46034,0.2947,0.14365,1,1,1,1
1,1,1,1,0.88165,1,1,1,1,1,1,1,1,1,2.1083,1,0.2469,0.31375,1,0.077946,1,0.35344,1,0.073346,1,0.37335,1,1,0.43286,1,1,1,0.80457,1,1,1,1,1.1683,0.076308,0.31867,1,1,0.11682,0.14967,0.10273,1,1,1,0.9476,1
1,1,1,0.14897,1,1,0.5328,1,1,0.63733,0.21627,1,1,1,1,1,1.1984,1,0.37875,1,0.3857,1,1,0.49278,0.044277,0.19407,0.11854,1,0.36466,1,1,0.059064,1,1,1,1,1,1.2326,0.077536,0.36581,1,1,1,1,0.83508,0.2879,0.157,1,1,1
1,1,1,1,0.96103,0.06447,1,0.51466,0.046284,1,1,1,1,1,1,1,1,1.9337,1,0.21786,1,1,1,1,1,1.3269,0.24412,1,0.23548,1,1,0.76078,1,0.39694,0.20275,0.20701,1,0.25215,1,0.061603,0.18669,1,0.33038,0.29589,0.18088,1,1,0.63717,1,1
1,1,1,1,0.84127,1,0.0299,0.06616,0.10293,1,0.33779,1,0.077823,1,1,1,0.03928,0.054804,0.082943,0.046039,0.19845,0.17306,0.26865,0.096378,0.21172,1,1,1,1,1,1,1.557,0.083148,0.051486,0.072058,1,1,0.45056,0.024371,1,0.036618,0.28381,1,0.3252,1,0.04707,0.02805,1,0.46489,0.13197
1,1,1,1,0.83218,1,1,1,1,1,1,1,1,1,1.9699,1,1,1,0.86933,0.063815,0.18153,1,1,0.60866,0.08069,1,1,1,0.6898,1,1,1,0.90066,1,0.35405,0.17043,1,1,0.58025,1,1,0.69488,1,0.36266,1,0.31133,0.29364,0.18907,0.18223,1
1,1,0.47321,1,1,1,0.90218,0.16478,1,0.35713,1,0.31355,0.15417,1,1,1,1,1,1.169,1,0.28033,1,1,0.69775,0.14602,1,1,1,1,1,1.0955,1,1,0.68362,0.072908,0.32793,1,0.050872,1,0.035225,1,0.2177,0.074546,0.027443,1,1,1,0.82861,0.15384,0.031047
1,1,1,1,1,1.0858,0.13062,0.32374,1,1,1,1,1,1,1.4075,1,0.42426,1,1,1,1,1,1.0908,0.2032,1,0.48857,1,0.09732,1,1,1,1,1.0023,0.1314,1,1,0.65625,0.21799,1,0.45375,1,1,1,1,1,1.1112,0.14123,0.33038,0.13492,0.1817
1,1,1,1,0.12939,0.072949,1,1,0.637,1,1,0.65666,1,0.048578,0.23224,1,1,1,1,0.92601,0.095968,1,0.4014,0.21127,1,0.45408,1,1,1,1,0.1561,1,0.3337,1,1,1,1,0.95038,1,1,1,0.84172,1,0.44781,1,0.34713,0.21016,1,1,0.60862
1,0.22225,1,1,0.035676,1,0.062504,0.041697,1,1,0.54058,1,1,0.65875,1,1,1,1,1,0.071352,0.067829,0.15947,1,1,0.7326,0.14111,1,0.29421,1,1,1,0.038502,0.029081,0.070848,0.027975,0.17371,1,1,0.58068,1,0.10039,0.052019,0.030761,0.076267,0.11145,1,1,1,0.76316,1
1,0.28365,0.13128,0.29362,0.13881,0.20246,0.045178,0.17337,0.3047,0.065658,1,1,0.68353,1,1,1,1,0.81882,0.23384,0.2129,1,1,1,0.81749,0.081632,0.040419,1,1,1,1,1,0.028385,0.049602,0.046778,0.092896,0.25415,0.038912,0.02534,0.17187,0.11465,0.021309,0.2757,0.11149,0.075161,1,1,0.45473,0.29221,1,0.088882
1,1,1,0.75316,0.11551,1,0.087367,1,0.27762,1,1,1,0.85823,1,1,0.60526,1,1,0.695,0.091831,0.11137,1,1,0.50081,0.31002,1,1,1,1,1,1,1.2939,0.1187,0.31752,1,1,0.58855,0.25829,0.11022,0.042324,0.19093,0.16908,0.027893,0.17322,0.13398,0.16843,1,0.44548,1,0.37326
1,0.3538,0.34227,0.19472,0.078233,0.098414,0.12465,0.085646,0.057384,1,0.46477,0.10599,0.082522,0.14541,0.050012,0.097435,0.084641,0.043212,0.02902,0.21217,0.2251,0.1509,1,0.37295,0.0845,0.019106,0.075038,0.11735,0.19386,0.052797,0.2816,0.026419,0.033166,0.027197,0.089192,0.068939,0.15237,0.25514,0.033136,0.035102,0.059678,0.22618,0.065044,1,0.29736,0.019579,0.039895,0.028411,0.12263,0.10199
1,1,1,1,1,1,1,1,1,1,1,2.313,0.22176,1,1,1,0.86478,1,0.36418,0.04952,1,1,1,1,1.0487,1,1,1,0.69463,1,0.50323,0.16204,1,0.44814,0.17996,0.073359,1,0.36884,0.17654,1,0.37986,0.14973,1,0.32493,0.27357,0.058204,0.22655,0.11526,0.26743,0.12476
1,0.34111,1,1,1,1,0.98332,0.031662,1,1,1,1,1,1,1.4736,1,1,0.57581,0.11899,0.067419,0.082411,1,1,0.60837,0.043417,1,0.51843,1,1,1,1,0.92581,1,0.054927,0.20054,0.23924,0.18256,0.01749,0.034693,1,0.53002,1,0.04216,0.12222,0.17011,1,1,1,0.031457,1
1,1,1,1,1,1.1872,1,0.38666,1,1,0.62615,0.11436,0.1074,1,1,1,1,1,1.3263,0.08962,1,0.29262,1,0.49602,0.077086,1,1,0.59268,0.11731,1,1,0.76504,1,0.14381,0.11917,1,0.079503,0.096583,0.061153,0.17441,0.30679,0.21131,1,0.038174,0.20742,0.026665,0.086711,0.09261,1,1
1,0.27967,0.067133,1,0.4755,1,0.11501,0.075816,1,1,1,0.053698,0.11792,0.091988,0.090098,0.11315,0.15204,0.13304,1,0.42049,0.32358,1,1,0.026829,1,0.41377,0.05763,0.22425,1,1,1,0.91659,0.034562,0.087653,0.11284,0.066191,1,0.27726,0.043061,0.027548,0.15878,1,0.071437,0.19321,0.1219,0.2261,1,0.063965,0.17887,0.023142
1,1,0.59944,1,0.33869,0.21491,0.0922,0.1928,1,1,1,0.15049,1,1,1,0.74018,1,1,0.46186,0.30752,1,0.33816,1,1,0.61157,1,1,0.6563,1,0.34824,1,0.43049,0.072949,0.13603,0.084172,0.046448,0.27537,0.072146,1,0.17228,0.12042,1,0.46493,0.14008,1,0.3634,1,1,1,1
1,0.20542,1,1,1,1,1.118,1,1,1,1,1,1,1,1.5676,1,1,1,1,1,1.2672,0.033546,1,0.54267,0.054927,0.11178,1,1,1,1,1,1.2229,1,0.021053,0.051036,0.19652,0.061071,0.034201,0.04694,0.036577,1,0.49815,0.12534,0.22855,0.10703,1,0.3883,1,0.13838,0.11756
1,1,1,1,0.89427,0.24984,1,1,0.042885,1,0.51994,0.1103,1,1,1,1,1,1,1,0.036864,1,1,1,0.089251,0.062791,0.078888,1,1,1,1,1,1.2137,0.16777,0.01749,0.061644,0.1074,0.31289,0.050667,0.099696,0.1325,0.06914,0.15642,0.28598,1,1,0.082206,1,1,0.54452,0.10256
1,0.093797,1,0.45744,1,1,0.04866,0.14795,1,1,1,1,1.0406,1,0.036167,1,0.036197,0.065699,0.20979,0.11139,0.10764,1,1,0.62033,0.10387,0.3382,1,1,1,0.67538,1,0.52015,1,0.29874,0.035963,0.20713,0.095559,0.25622,0.035612,0.217,1,1,0.659,0.065412,0.31572,0.045424,0.10147,0.032276,0.10213,1
1,1,0.53882,1,1,0.62021,0.12714,1,1,0.64417,1,0.39927,0.084359,1,1,1,0.82321,1,0.36216,1,0.51552,1,1,0.047144,0.18256,0.045875,0.31457,1,1,1,1,0.91765,0.13381,0.25067,1,0.41066,0.079216,1,0.40575,0.1425,0.031211,1,1,0.66719,0.17378,0.071393,0.040673,0.068525,0.086752,0.067788
1,1,0.051937,1,0.25599,0.27666,0.037806,1,0.27571,0.1982,1,1,0.13453,1,0.27107,0.26317,1,0.37578,0.26378,0.092956,0.037478,1,1,0.033833,0.14942,0.1413,0.19222,0.23499,1,1,1,0.49558,0.039608,0.025594,0.046161,0.098188,0.070815,0.1416,1,0.035635,0.035881,0.070614,1,0.075567,1,1,1,0.61329,0.36438,1
1,1,0.56897,1,1,1,0.78053,1,0.074424,1,1,1,0.079093,1,0.42659,0.10543,0.15185,1,1,1,1,1.1469,1,1,1,0.10592,1,0.047144,0.2759,1,1,0.55938,0.083633,0.15739,0.20173,0.085645,0.079216,0.053125,0.04354,0.044318,0.087194,0.23261,0.12681,0.30064,0.093019,0.077496,1,0.4091,1,0.030392
1,0.023795,0.071229,0.33116,0.10695,1,0.018022,0.053411,0.1436,0.17658,0.18121,0.034862,0.044728,1,1,1,1,1,1.2066,0.027484,0.075448,1,0.24191,0.26095,0.037642,0.12263,1,0.44851,0.18415,1,1,0.027513,0.048742,0.034013,0.072007,0.13975,0.28477,0.070907,0.047275,0.047677,0.10473,0.21852,0.029696,1,0.35991,0.080479,0.029778,0.055219,0.11571,0.037806
1,0.051205,0.10379,1,0.54562,1,0.34271,1,1,1,1,1.0224,1,0.32661,0.12149,0.36016,1,1,0.085565,0.19496,0.098713,0.26697,0.14745,1,0.38747,0.23462,1,0.47251,1,1,1,0.70344,0.26413,0.054517,0.096624,1,0.4961,0.046202,0.073727,1,0.33804,1,1,1,0.15397,0.067378,0.069795,0.16539,0.025845,0.0999
1,0.028016,0.022528,1,1,1,0.64605,1,0.36319,1,1,1,0.042762,1,1,1,1,1,1.2944,0.022493,0.021422,0.22257,1,1,0.11472,0.075448,1,1,0.45565,0.23847,1,0.058613,0.12861,0.031457,0.09818,0.30822,1,0.25985,0.31445,1,0.029286,1,1,0.59252,1,1,0.45596,1,0.039735,0.10864
1,0.16187,1,0.030761,1,0.089712,0.13201,0.25477,1,1,1,1,0.9628,0.11469,0.18718,0.072465,0.15656,1,0.11247,1,0.14467,1,1,0.6051,0.038994,0.065288,0.2582,0.10006,0.037109,0.21651,1,0.3013,0.16961,0.047923,1,1,1,0.5929,0.13172,0.30395,0.080731,0.10281,0.060129,1,0.35438,1,0.12099,0.015073,0.070123,0.057589
1,1,0.41766,1,1,1,0.86579,0.03029,1,0.38793,0.19521,0.1828,0.07811,0.051281,0.13787,0.070942,1,0.40824,0.043961,0.033259,0.034078,1,1,1,0.016875,1,1,0.57751,0.063856,0.31404,0.095804,0.072171,0.037636,0.014008,0.02392,0.11727,1,0.047063,0.047534,0.14635,0.1212,0.10793,0.21316,0.22536,0.14623,0.2068,1,0.37404,1,1
1,1,1,1,1,1,1,1,1,1,0.028836,1,0.23142,0.30015,1,1,1,0.68943,1,0.10731,0.060456,1,1,1,1,1,1,1,1,1,1.8924,0.054312,0.082493,0.085483,1,1,0.56803,0.036782,1,0.4398,0.064056,1,1,0.64114,1,0.043868,1,0.41173,1,0.082574
1,1,0.091258,0.14926,0.024985,0.21713,0.12276,1,0.03416,1,0.17416,1,0.42315,1,1,0.08835,0.2007,1,0.0299,1,1,0.11612,0.11452,1,0.43446,0.19104,0.12718,0.1624,1,0.034406,0.25723,0.04313,0.3056,1,0.31133,1,0.52064,0.17621,0.11529,0.26747,0.15774,0.2184,0.058081,0.31391,0.30334,0.054886,0.04608,0.053206,0.18857,0.071925
1,0.27672,0.2911,1,1,0.076349,1,0.45443,1,0.31539,1,1,0.5343,0.24277,1,0.29135,1,0.46888,1,1,1,0.75701,1,1,1,1,1,1,1,1,1,1,0.11929,0.038571,0.069631,0.10511,0.265,0.089017,0.056598,0.03437,1,1,0.70516,0.025056,1,1,1,0.77277,1,0.33398
1,0.12468,0.12007,1,1,1,0.89939,0.1454,0.038256,1,0.40378,0.25964,1,0.38277,1,0.39731,0.19804,0.037642,1,0.05804,0.13903,0.094043,1,0.58527,0.16814,0.18067,0.081632,0.28491,0.10322,0.2637,1,0.047022,0.11788,0.028948,0.095641,0.23675,1,0.02261,1,0.11056,1,1,1,1,0.93285,1,1,0.64372,0.021504,0.029895
1,0.19943,0.20177,1,1,1,0.86158,1,1,1,1,1.0917,0.16793,0.14889,1,1,1,0.63434,0.082243,0.073359,1,1,1,0.91582,0.031662,0.027393,1,0.37302,1,0.44007,1,0.38381,0.021135,0.013198,0.11243,1,1,0.066848,0.16634,0.039485,0.14877,1,0.080117,0.25332,0.19087,0.04993,1,0.15241,0.061873,0.1416
1,1,0.40697,1,0.40382,0.3204,0.064061,0.089906,1,1,0.043335,0.031445,1,0.39718,0.08196,0.26104,0.15851,0.13185,0.27988,0.15855,1,0.028549,0.031047,0.1026,0.11647,1,1,1,1,0.89214,1,0.059432,1,0.015051,0.018935,1,0.52817,0.048188,0.096359,0.047938,0.04344,0.097013,0.063283,0.10481,0.059994,0.11567,0.15814,0.042557,0.076594,0.17776
1,1,1,0.79961,0.048578,0.14405,0.11411,0.22642,1,1,0.60051,0.27664,0.26729,1,0.57032,0.19738,0.034324,1,1,0.57769,0.12636,1,1,0.63655,1,0.49041,1,0.095641,0.19607,0.067665,0.18424,1,0.55861,0.026201,0.078151,1,1,1,0.76193,1,1,1,1,1.1426,0.19841,1,0.082329,0.10023,1,1
1,0.037027,0.15868,0.37204,0.13256,0.12169,1,0.22196,1,1,1,0.028135,0.026624,0.067583,0.29573,0.077209,0.33034,0.1708,0.13205,0.084991,0.058081,1,1,0.55811,0.025885,1,0.43044,0.088199,0.064429,0.13095,1,0.038429,0.061255,0.016056,0.053002,1,0.24127,0.038953,0.032358,0.024631,0.033259,0.036208,0.04327,0.055377,1,1,1,0.12165,0.092466,1
1,0.19093,1,0.39563,0.20517,0.1305,0.10432,1,1,1,1,0.93006,0.037979,1,0.34152,0.19235,0.038625,1,1,0.56496,0.30729,0.1436,0.10236,1,0.064266,0.026869,1,1,1,1,1,0.028098,0.13577,0.035307,1,1,1,1,1,1.0325,0.052182,0.039567,0.20381,0.041615,1,0.3763,1,1,0.70035,0.14234
1,0.30175,1,1,0.64783,1,1,1,1,1,1,1.3696,1,0.34214,1,1,0.63528,0.078683,1,0.16007,1,1,1,1,0.87592,1,1,0.036249,0.043212,0.28979,1,0.30003,1,0.3851,1,1,1,1,1,1,1.4285,1,0.46567,0.23785,0.054015,1,0.51273,0.15294,1,1
1,0.30068,1,1,1,1,1,1.1565,1,1,1,1,1,1,1,1,1,1,1,1,1,2.8795,1,1,0.63487,1,1,1,1,1,1.0288,1,1,1,1,1,1,1,1,1.827,1,1,1,0.89259,1,1,1,1,1.0481,1
1,1,1,0.65797,1,1,0.64388,0.10527,1,1,1,1,1,1,1,1,0.057876,0.075161,0.041295,0.066928,1,0.34635,1,0.36864,0.21201,0.24834,1,1,0.51523,1,1,0.68083,0.13988,0.21471,1,0.34943,1,0.52449,0.016343,0.020493,0.017213,0.031859,0.049643,1,0.46825,0.04096,1,1,1,1
