0.89448,0.071761,0.060047,0.031141,0.014863,1,0.046981,0.87481,1,1,0.14348,1,1,0.94563,1,0.035184,0.58604,0.057539,0.075202,0.28717,1,1,1,0.70369,1,0.10904,0.046899,1,0.62177,1,1,1,1.2301,1,1,1,1,0.57012,0.1307,1,1,0.059064,0.76078,1.557,1,1,1,1,0.038502,0.028385,1.2939,0.026419,0.16204,0.92581,0.76504,0.91659,0.43049,1.2229,1.2137,0.52015,0.91765,0.49558,0.55938,0.027513,0.70344,0.058613,0.3013,0.072171,0.054312,0.04313,1,0.047022,0.38381,0.059432,1,0.038429,0.028098,0.30003,1,0.68083,0.060211,0.30003,1.086,0.29999,1,0.6463,0.30511,1,1,1.5131,0.10953,0.05423,1,1,0.79657,1,
0.014498,0.047104,0.03203,0.01962,0.031151,1,0.066109,1,1,0.030965,0.14057,1.5391,1,0.21057,0.50626,0.1578,0.027074,0.082574,0.033833,1,1,0.13857,0.94027,0.21428,1.3169,0.16647,0.027607,1.3854,0.085565,0.61652,1,1,1,0.37421,1,1,1.2245,1,0.22057,0.36094,0.80457,1,1,0.083148,0.90066,1,1.0023,0.3337,0.029081,0.049602,0.1187,0.033166,1,1,1,0.034562,0.072949,1,0.16777,1,0.13381,0.039608,0.083633,0.048742,0.26413,0.12861,0.16961,0.037636,0.082493,0.3056,0.11929,0.11788,0.021135,1,0.55861,0.061255,0.13577,1,1,0.13988,0.19378,1,0.046653,1,0.022937,0.12444,1,1,1,0.012485,0.030889,1,1.2544,0.066273,0.01815,0.021872,
1,0.059654,0.045137,0.052551,0.093152,1.005,0.029327,0.0623,0.8146,1,0.20594,0.051896,0.63426,1,1,0.076103,0.045711,0.067174,0.14692,0.44703,1,0.10133,0.031608,0.15061,0.26734,0.11096,0.18559,0.06402,0.36122,0.037888,0.44273,0.55156,1,1,0.88845,1,1,1,1,1,1,1,0.39694,0.051486,1,0.68362,0.1314,1,0.070848,0.046778,0.31752,0.027197,0.44814,0.054927,0.14381,0.087653,0.13603,0.021053,0.01749,0.29874,0.25067,0.025594,0.15739,0.034013,0.054517,0.031457,0.047923,0.014008,0.085483,1,0.038571,0.028948,0.013198,0.015051,0.026201,0.016056,0.035307,0.3851,1,0.21471,0.059689,0.3851,0.026539,0.38514,0.12116,0.24326,1,0.094207,0.11231,0.17555,0.1048,0.43683,0.14066,1,0.063073,0.21606,
1,0.022281,0.037847,0.065535,0.11297,0.27784,0.049315,1,0.036864,0.45154,0.14905,0.10203,1,0.098183,0.38793,0.055582,0.2544,1,0.11575,0.068484,1,0.16466,0.066027,1,0.03756,1,0.24682,1,0.061603,1,1,1,1,1,1,1,0.47616,0.49717,0.27492,0.4184,1,1,0.20275,0.072058,0.35405,0.072908,1,1,0.027975,0.092896,1,0.089192,0.17996,0.20054,0.11917,0.11284,0.084172,0.051036,0.061644,0.035963,1,0.046161,0.20173,0.072007,0.096624,0.09818,1,0.02392,1,0.31133,0.069631,0.095641,0.11243,0.018935,0.078151,0.053002,1,1,1,1,0.069447,1,0.042448,1,1,1,0.14958,1,0.059432,0.10588,0.16671,0.087653,1,0.30958,0.063405,0.044687,
1,0.026829,1,1,1,1,1,1,1,0.11239,0.067956,1,1,1,0.18241,1,0.099286,1,0.077618,0.19607,1,0.33095,1,1,1,1,0.13767,1,1,1,0.42122,1,1,0.6017,1,1.0895,0.15587,0.15614,1,1,1,1,0.20701,1,0.17043,0.32793,1,1,0.17371,0.25415,1,0.068939,0.073359,0.23924,1,0.066191,0.046448,0.19652,0.1074,0.20713,0.41066,0.098188,0.085645,0.13975,1,0.30822,1,0.11727,1,1,0.10511,0.23675,1,1,1,1,1,1,1,0.34943,1,0.55508,1,0.55508,0.39516,1,0.050421,0.36958,0.057098,1,1,1,1,0.10506,1,1,
1,1,0.07426,1,1,1,0.41742,1,1,0.054312,0.042568,1,1,0.28172,0.24981,1,1,1,0.085483,1,1,1,0.056893,1,1,0.546,0.1194,1,1,1,1,0.63979,0.99532,1,1,0.31592,1,1,0.55521,1,1,1,1,1,1,1,0.65625,1,1,0.038912,0.58855,0.15237,1,0.18256,0.079503,1,0.27537,0.061071,0.31289,0.095559,0.079216,0.070815,0.079216,0.28477,0.4961,1,1,1,0.56803,0.52064,0.265,1,1,0.52817,1,0.24127,1,1,1,1,0.035522,1,1,1,1,0.56549,1,1,0.19394,0.52617,0.061398,1,1,1,0.1151,1,
1.0111,0.036208,0.037355,0.63951,0.56098,0.54448,0.18088,1,1,0.10903,0.028713,0.50077,1,0.13984,0.071311,0.58601,0.56205,0.023757,0.13291,0.032255,1,1,0.072178,0.90811,0.041574,0.041492,0.04395,1,1,0.68411,1,0.17834,0.065904,0.4884,1,1,0.48914,1,0.066802,1,1.1683,1.2326,0.25215,0.45056,1,0.050872,0.21799,0.95038,1,0.02534,0.25829,0.25514,0.36884,0.01749,0.096583,0.27726,0.072146,0.034201,0.050667,0.25622,1,0.1416,0.053125,0.070907,0.046202,0.25985,0.5929,0.047063,0.036782,0.17621,0.089017,0.02261,0.066848,0.048188,1,0.038953,1,1,1,0.52449,0.030474,1,0.088309,1,0.33685,0.3242,0.4651,0.086097,1,0.028221,0.28397,0.62066,0.89235,0.027975,0.074096,0.073768,
0.021739,0.062013,0.071311,0.061276,0.057789,0.079052,1,0.077659,0.054968,1,0.042721,0.05006,0.032993,0.038379,0.037478,0.046694,0.10633,0.052551,0.10494,0.086138,1,0.043951,0.13795,0.055295,0.052551,0.05935,0.078806,0.12837,0.10568,1,1,0.10568,0.045844,0.13848,1,0.032276,0.038953,0.71114,0.12669,0.80338,0.076308,0.077536,1,0.024371,0.58025,1,1,1,0.58068,0.17187,0.11022,0.033136,0.17654,0.034693,0.061153,0.043061,1,0.04694,0.099696,0.035612,0.40575,1,0.04354,0.047275,0.073727,0.31445,0.13172,0.047534,1,0.11529,0.056598,1,0.16634,0.096359,0.76193,0.032358,1,1,1,0.016343,0.025449,1,1,0.53239,0.018283,0.081632,0.023905,0.028262,0.12149,0.032121,1,0.030588,0.11934,0.05976,0.20291,0.062709,
0.093749,0.04064,0.072048,1,0.073513,0.045219,0.086176,0.099573,0.024494,0.071311,0.08794,0.031703,0.01985,0.088759,0.038373,0.023098,0.19772,0.084459,0.034306,0.031908,1,1,0.056975,1,1,0.096932,0.05763,0.074792,0.061112,0.026542,0.89718,0.078806,0.1588,0.30036,0.06488,0.21668,0.070082,1,0.060948,1,0.31867,0.36581,0.061603,1,1,0.035225,0.45375,1,1,0.11465,0.042324,0.035102,1,1,0.17441,0.027548,0.17228,0.036577,0.1325,0.217,0.1425,0.035635,0.044318,0.047677,1,1,0.30395,0.14635,0.4398,0.26747,0.03437,0.11056,0.039485,0.047938,1,0.024631,1.0325,1,1.827,0.020493,0.033751,1,0.33452,1,0.10143,0.061767,0.011977,0.11792,0.060163,0.032412,0.078192,0.045752,0.012322,0.03203,1,1,
0.036331,0.080854,0.17789,1,0.086911,1,1,0.06565,0.030884,0.030187,0.030924,0.056895,0.042594,0.062817,0.013419,0.042672,0.11321,0.033177,0.016219,0.12951,1.8875,0.32132,0.14233,0.043089,1,0.054136,0.1964,0.024985,0.19063,0.050257,1,0.088473,1,1,0.1452,0.26018,1,0.35254,1,1,1,1,0.18669,0.036618,1,1,1,1,0.10039,0.021309,0.19093,0.059678,0.37986,0.53002,0.30679,0.15878,0.12042,1,0.06914,1,0.031211,0.035881,0.087194,0.10473,0.33804,0.029286,0.080731,0.1212,0.064056,0.15774,1,1,0.14877,0.04344,1,0.033259,0.052182,1.4285,1,0.017213,0.031744,0.87346,0.067174,0.34107,0.047315,0.043745,0.020074,0.038379,0.10981,0.027634,0.1144,0.042106,0.053128,0.044523,0.024821,1,
